SYSET	Word	W1	W2	DEF_SYNT
112976554	dictostylium	slime	mold	 (S1 (NP (NP (DT any)(NN slime)(NN mold))(PP (IN of)(NP (DT the)(JJ genus)(NNP Dictostylium)))))# 
105496990	diencephalon	posterior	division	 (S1 (NP (NP (DT the)(NN posterior)(NN division))(PP (IN of)(NP (DT the)(NN forebrain)))))# 
103194297	differential	bevel	gear	 (S1 (NP (NP (DT a)(NN bevel)(NN gear))(SBAR (WHNP (WDT that))(S (VP (VBZ permits)(NP (NP (NN rotation))(PP (IN of)(NP (CD two)(NNS shafts))))(PP (IN at)(NP (JJ different)(NNS speeds))))))))# 
103195485	diggings	living	quarters	 (S1 (NP (JJ temporary)(NN living)(NNS quarters)))# 
112116881	Digitaria	crab	grass	 (S1 (NP (NN crab)(NN grass)))#(S1 (NP (NN finger)(NN grass)))# 
103195485	digs	living	quarters	 (S1 (NP (JJ temporary)(NN living)(NNS quarters)))# 
100633329	diligence	diligent	effort	 (S1 (NP (DT a)(NN diligent)(NN effort)))# 
103200357	diner	passenger	car	 (S1 (NP (NP (DT a)(NN passenger)(NN car))(SBAR (WHADVP (WRB where))(S (NP (NN food))(VP (AUX is)(VP (VBN served)(PP (IN in)(NP (NN transit)))))))))# 
108090547	Dippers	trine	immersion	 (S1 (NP (JJ practiced)(NN trine)(NN immersion)))# 
101677913	Dipsosaurus	desert	iguanas	 (S1 (NP (NN desert)(NNS iguanas)))# 
107180787	disagreement	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(S (VP (VBG disagreeing)(CC or)(VBG arguing)(CC or)(VBG disputing))))))# 
107213395	disclosure	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(S (VP (VBG making)(S (NP (NN something))(ADJP (JJ evident))))))))# 
107059626	disco	dance	music	 (S1 (NP (NP (JJ popular)(NN dance)(NN music))(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN in)(NP (DT the)(JJ late)(NNS 1970s)))(-RRB- -RRB-))))# 
103212114	disposal	kitchen	appliance	 (S1 (NP (NP (DT a)(NN kitchen)(NN appliance))(PP (IN for)(S (VP (VBG disposing)(PP (IN of)(NP (NN garbage))))))))# 
101176335	disturbance	noisy	fight	 (S1 (NP (DT a)(NN noisy)(NN fight)))# 
112614317	ditchmoss	freshwater	perennials	 (S1 (NP (JJ submerged)(NN freshwater)(NNS perennials)))# 
100979180	dive-bombing	bombing	run	 (S1 (NP (NP (DT a)(NN bombing)(NN run))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT the)(NN bomber))(VP (VBZ releases)(NP (DT the)(NN bomb))(SBAR (IN while)(S (VP (VBG flying)(ADVP (RB straight))(PP (IN toward)(NP (DT the)(NN target)))))))))))# 
112488914	divi-divi	seed	pods	 (S1 (NP (NP (JJ twisted)(NN seed)(NNS pods))(PP (IN of)(NP (DT the)(JJ divi-divi)(NN tree)))))# 
100870912	division	arithmetic	operation	 (S1 (NP (NP (DT an)(NN arithmetic)(NN operation))(SBAR (WHNP (WDT that))(S (VP (AUX is)(NP (NP (DT the)(NN inverse))(PP (IN of)(NP (NN multiplication)))))))))# 
108707035	Djanet	desert	town	 (S1 (NP (NP (DT a)(NN desert)(NN town))(PP (IN in)(NP (JJ southeastern)(NNP Algeria)))))# 
102621577	doctorfish	surgeon	fish	 (S1 (NP (NP (NN surgeon)(NN fish))(PP (IN of)(NP (DT the)(NNP West)(NNP Indies)))))# 
102621577	doctor-fish	surgeon	fish	 (S1 (NP (NP (NN surgeon)(NN fish))(PP (IN of)(NP (DT the)(NNP West)(NNP Indies)))))# 
110023381	dogfighter	fighter	pilot	 (S1 (NP (NP (DT a)(NN fighter)(NN pilot))(SBAR (WHNP (WP who))(S (VP (VBZ engages)(PP (IN in)(NP (DT an)(JJ aerial)(NN dogfights))))))))# 
103218100	dogleg	golf	hole	 (S1 (NP (NP (DT a)(NN golf)(NN hole))(PP (IN with)(NP (NP (DT a)(JJ sharp)(NN angle))(PP (IN in)(NP (DT the)(NN fairway)))))))# 
102633422	dollarfish	food	fish	 (S1 (NP (NP (JJ small)(NN food)(NN fish))(PP (IN of)(NP (NNP Atlantic)(NN coast)))))# 
103195485	domiciliation	living	quarters	 (S1 (NP (JJ temporary)(NN living)(NNS quarters)))# 
100540701	do-si-do	square-dance	figure	 (S1 (NP (DT a)(NN square-dance)(NN figure)))# 
103227505	double-prop	propeller	plane	 (S1 (NP (NP (DT a)(NN propeller)(NN plane))(PP (IN with)(NP (NP (DT an)(NN engine))(SBAR (WHNP (WDT that))(S (VP (VBZ drives)(NP (NP (CD two)(NNS propellers))(PP (IN in)(NP (NP (JJ opposite)(NNS directions))(PRN (-LRB- -LRB-)(PP (IN for)(NP (NN stability
112378546	Dovyalis	Sri	Lanka	 (S1 (NP (NNP Sri)(NNP Lanka)))# 
113264203	dower	life	estate	 (S1 (NP (NP (DT a)(NN life)(NN estate))(SBAR (WHPP (TO to)(WHNP (WDT which)))(S (NP (DT a)(NN wife))(VP (AUX is)(VP (VBN entitled)(PP (IN on)(NP (NP (DT the)(NN death))(PP (IN of)(NP (PRP her)(NN husband)))))))))))# 
101896561	down	fine	feathers	 (S1 (NP (JJ soft)(NN fine)(NNS feathers)))# 
103229420	downcast	ventilation	shaft	 (S1 (NP (NP (DT a)(NN ventilation)(NN shaft))(SBAR (WHPP (IN through)(WHNP (WDT which)))(S (NP (NN air))(VP (VBZ enters)(NP (DT a)(NN mine)))))))# 
107463872	downhill	ski	race	 (S1 (NP (NP (DT a)(NN ski)(NN race))(PP (IN down)(NP (DT a)(NN trail)))))# 
107605282	dragee	candy	beads	 (S1 (NP (NP (JJ silvery)(NN candy)(NNS beads))(VP (VBN used)(PP (IN for)(NP (VBG decorating)(NNS cakes))))))# 
104476116	dragger	fishing	boat	 (S1 (NP (NP (DT a)(NN fishing)(NN boat))(SBAR (WHNP (WDT that))(S (VP (VBZ uses)(NP (DT a)(NN trawl)(NN net)(CC or)(NN dragnet))(S (VP (TO to)(VP (VB catch)(NP (NN fish))))))))))# 
101847000	drake	adult	male	 (S1 (NP (NP (NN adult)(NN male))(PP (IN of)(NP (DT a)(ADJP (JJ wild)(CC or)(JJ domestic))(NN duck)))))# 
100572285	draw	golf	shot	 (S1 (NP (NP (DT a)(NN golf)(NN shot))(SBAR (WHNP (WDT that))(S (VP (VBZ curves)(PP (TO to)(NP (DT the)(NN left)))(PP (IN for)(NP (DT a)(JJ right-handed)(NN golfer))))))))# 
102386853	drayhorse	draft	horse	 (S1 (NP (NP (NN draft)(NN horse))(VP (VBN kept)(PP (IN for)(S (VP (VBG pulling)(NP (NNS carts))))))))# 
110033082	dresser	wardrobe	assistant	 (S1 (NP (NP (DT a)(NN wardrobe)(NN assistant))(PP (IN for)(NP (DT an)(NN actor)))))# 
103245075	Drixoral	trade	name	 (S1 (NP (NP (DT the)(NN trade)(NN name))(PP (IN for)(NP (NP (DT a)(NN drug))(VP (VBN used)(S (VP (TO to)(VP (VB treat)(NP (JJ upper)(JJ respiratory)(NN congestion))))))))))# 
110035655	dropkicker	football	kicker	 (S1 (NP (NP (DT a)(NN football)(NN kicker))(SBAR (WHNP (WP who))(S (VP (VP (VBZ drops)(NP (DT the)(NN ball)))(CC and)(VP (VBZ kicks)(NP (PRP it))(SBAR (RB just)(IN as)(S (NP (PRP it))(VP (VBZ reaches)(NP (DT the)(NN ground)))))))))))# 
107476623	drubbing	sound	defeat	 (S1 (NP (DT a)(NN sound)(NN defeat)))# 
110421470	druggist	health	professional	 (S1 (NP (NP (DT a)(NN health)(NN professional))(VP (VBN trained)(PP (IN in)(NP (NP (DT the)(NN art))(PP (IN of)(S (VP (VBG preparing)(CC and)(VBG dispensing)(NP (NNS drugs))))))))))# 
110037385	drunk	chronic	drinker	 (S1 (NP (DT a)(NN chronic)(NN drinker)))# 
110037385	drunkard	chronic	drinker	 (S1 (NP (DT a)(NN chronic)(NN drinker)))# 
112629187	Dryas	mountain	avens	 (S1 (NP (NN mountain)(NNS avens)))# 
110875910	Dubya	43rd	President	 (S1 (NP (NP (NNP 43rd)(NNP President))(PP (IN of)(NP (DT the)(NNP United)(NNPS States)))))# 
110875910	Dubyuh	43rd	President	 (S1 (NP (NP (NNP 43rd)(NNP President))(PP (IN of)(NP (DT the)(NNP United)(NNPS States)))))# 
100453396	ducking	hunting	ducks	 (S1 (NP (NN hunting)(NNS ducks)))# 
103253279	duckpin	bowling	pin	 (S1 (NP (NP (DT a)(NN bowling)(NN pin))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (ADJP (JJ short))(CC and)(ADJP (JJ squat)(PP (IN by)(NP (NP (NN comparison))(PP (IN with)(NP (DT a)(NN tenpin))))))))))))# 
110039164	duenna	woman	chaperon	 (S1 (NP (DT a)(NN woman)(NN chaperon)))# 
100110554	dunk	basketball	shot	 (S1 (NP (NP (DT a)(NN basketball)(NN shot))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT the)(NN basketball))(VP (AUX is)(VP (VBN propelled)(ADVP (RB downward))(PP (IN into)(NP (DT the)(NN basket)))))))))# 
108090547	Dunkers	trine	immersion	 (S1 (NP (JJ practiced)(NN trine)(NN immersion)))# 
103257877	durables	consumer	goods	 (S1 (NP (NP (NN consumer)(NNS goods))(SBAR (WHNP (WDT that))(S (VP (AUX are)(RB not)(VP (VBN destroyed)(PP (IN by)(NP (NN use)))))))))# 
108743229	Durango	mining	center	 (S1 (NP (NN mining)(NN center)))# 
104978216	duskiness	swarthy	complexion	 (S1 (NP (DT a)(NN swarthy)(NN complexion)))# 
113315999	duty	government	tax	 (S1 (NP (NP (DT a)(NN government)(NN tax))(PP (IN on)(NP (NNS imports)(CC or)(NNS exports)))))# 
109525874	Dyaus	Hindu	god	 (S1 (NP (NP (NNP Hindu)(NNP god))(PP (IN of)(NP (DT the)(NN sky)))))# 
109525874	Dyaus-pitar	Hindu	god	 (S1 (NP (NP (NNP Hindu)(NNP god))(PP (IN of)(NP (DT the)(NN sky)))))# 
109509119	Dylan	Celtic	god	 (S1 (NP (NP (NNP Celtic)(NNP god))(PP (IN of)(NP (DT the)(NNS waves)))))# 
103260733	dynamometer	measuring	instrument	 (S1 (NP (NP (NN measuring)(NN instrument))(VP (VBN designed)(S (VP (TO to)(VP (VB measure)(NP (NN power))))))))# 
114402377	dysphonia	speech	disorder	 (S1 (NP (NP (NN speech)(NN disorder))(ADJP (JJ attributable)(PP (TO to)(NP (NP (DT a)(NN disorder))(PP (IN of)(NP (NN phonation))))))))# 
114389909	dysthymia	chronic	depression	 (S1 (NP (JJ mild)(NN chronic)(NN depression)))# 
102177068	Dytiscidae	water	beetles	 (S1 (NP (NN water)(NNS beetles)))# 
110947403	Earhart	woman	aviator	 (S1 (NP (NP (JJ first)(NN woman)(NN aviator))(SBAR (S (VP (TO to)(VP (VB fly)(ADVP (RB solo)(JJ nonstop))(PP (IN across)(NP (NP (DT the)(NNP Atlantic))(PRN (-LRB- -LRB-)(NP (CD 1928))(-RRB- -RRB-))))))))))# 
106795438	earmark	identification	mark	 (S1 (NP (NP (NN identification)(NN mark))(PP (IN on)(NP (NP (DT the)(NN ear))(PP (IN of)(NP (DT a)(JJ domestic)(NN animal)))))))# 
100492195	ecarte	card	game	 (S1 (NP (NP (DT a)(NN card)(NN game))(PP (IN for)(NP (CD 2)(NNS players)))))# 
107628691	eclair	cream	puff	 (S1 (NP (JJ oblong)(NN cream)(NN puff)))# 
103264906	edger	garden	tool	 (S1 (NP (NP (NN garden)(NN tool))(PP (IN for)(S (VP (VBG cutting)(NP (NN grass))(PP (IN around)(NP (NP (DT the)(NNS edges))(PP (IN of)(NP (DT a)(NN yard))))))))))# 
110950092	Edward	conquered	Wales	 (S1 (NP (NP (NNP conquered)(NNP Wales))(PRN (-LRB- -LRB-)(NP (CD 1239-1307))(-RRB- -RRB-))))# 
104675314	effect	outward	appearance	 (S1 (NP (DT an)(NN outward)(NN appearance)))# 
105465228	effector	nerve	fiber	 (S1 (NP (NP (DT a)(NN nerve)(NN fiber))(SBAR (WHNP (WDT that))(S (VP (VP (VBZ terminates)(PP (IN on)(NP (DT a)(NN muscle)(CC or)(NN gland))))(CC and)(VP (VBZ stimulates)(NP (NN contraction)(CC or)(NN secretion))))))))# 
102895154	egis	armor	plate	 (S1 (NP (NP (NN armor)(NN plate))(SBAR (WHNP (WDT that))(S (VP (VBZ protects)(NP (DT the)(NN chest)))))))# 
112610186	Eichhornia	water	hyacinth	 (S1 (NP (NN water)(NN hyacinth)))#(S1 (NP (NN water)(NN orchid)))# 
113391610	eightpence	coin	worth	 (S1 (NP (NP (DT a)(NN coin)(NN worth))(NP (CD eight)(NNS pennies))))# 
110955483	Eisenstein	film	maker	 (S1 (NP (NP (JJ Russian)(NN film)(NN maker))(SBAR (WHNP (WP who))(S (VP (VP (VBD pioneered)(NP (NP (DT the)(NN use))(PP (IN of)(NP (NN montage)))))(CC and)(VP (AUX is)(VP (VBN considered)(PP (IN among)(NP (NP (DT the)(ADJP (RBS most)(JJ influential))(NN 
104698112	elaborateness	ornate	appearance	 (S1 (NP (DT an)(NN ornate)(NN appearance)))# 
112590117	Elaeis	oil	palms	 (S1 (NP (NN oil)(NNS palms)))# 
103275125	electrodynamometer	measuring	instrument	 (S1 (NP (NP (NN measuring)(NN instrument))(SBAR (WHNP (WDT that))(S (VP (VBZ uses)(NP (NP (DT the)(NN interaction))(PP (IN of)(NP (NP (DT the)(JJ magnetic)(NNS fields))(PP (IN of)(NP (CD two)(NNS coils))))))(S (VP (TO to)(VP (VB measure)(NP (JJ current)(
103280216	electroscope	measuring	instrument	 (S1 (NP (NP (NN measuring)(NN instrument))(SBAR (WHNP (WDT that))(S (VP (VBZ detects)(NP (JJ electric)(NN charge)))))))# 
101643092	Eleutherodactylus	robber	frogs	 (S1 (NP (ADJP (RB completely)(JJ terrestrial))(NN robber)(NNS frogs)))# 
112614317	Elodea	freshwater	perennials	 (S1 (NP (JJ submerged)(NN freshwater)(NNS perennials)))# 
114848149	eluate	liquid	solution	 (S1 (NP (NP (DT a)(NN liquid)(NN solution))(SBAR (WHNP (WDT that))(S (VP (VBZ results)(PP (IN from)(NP (NN elution))))))))# 
106660520	embargo	government	order	 (S1 (NP (NP (DT a)(NN government)(NN order))(VP (VBG imposing)(NP (DT a)(NN trade)(NN barrier)))))# 
110051683	embroideress	woman	embroiderer	 (S1 (NP (DT a)(NN woman)(NN embroiderer)))# 
101458842	embryo	animal	organism	 (S1 (NP (NP (DT an)(NN animal)(NN organism))(PP (PP (IN in)(NP (NP (DT the)(JJ early)(NNS stages))(PP (IN of)(NP (NN growth)(CC and)(NN differentiation)))(SBAR (WHNP (WDT that))(S (PP (IN in)(NP (JJR higher)(NNS forms)))(VP (VBP merge)(PP (IN into)(NP (J
103283717	Emetrol	trade	name	 (S1 (NP (NP (NN trade)(NN name))(PP (IN for)(NP (NP (DT an)(JJ antiemetic)(NN drug))(SBAR (WHNP (WDT that))(S (VP (AUX has)(NP (DT a)(NN mint)(NN flavor)))))))))# 
107760070	emperor	table	grape	 (S1 (NP (NP (JJ red)(NN table)(NN grape))(PP (IN of)(NP (NNP California)))))# 
102944826	encampment	living	quarters	 (S1 (NP (NP (JJ temporary)(NN living)(NNS quarters))(VP (ADVP (RB specially))(VBN built)(PP (IN by)(NP (NP (DT the)(NN army))(PP (IN for)(NP (NNS soldiers))))))))# 
100954086	encirclement	war	measure	 (S1 (NP (NP (DT a)(NN war)(NN measure))(SBAR (WHNP (WDT that))(S (VP (VBZ isolates)(NP (NP (DT some)(NN area))(PP (IN of)(NP (NP (NN importance))(PP (TO to)(NP (DT the)(NN enemy)))))))))))# 
112703383	English-weed	South	African	 (S1 (NP (NP (NNP South)(NNP African))(NP (NP (JJ bulbous)(NN wood)(NN sorrel))(PP (IN with)(NP (JJ showy)(JJ yellow)(NNS flowers))))))# 
103289819	Enovid	trade	name	 (S1 (NP (NP (NN trade)(NN name))(PP (IN for)(NP (NP (DT an)(JJ oral)(NN contraceptive))(VP (VBG containing)(NP (NN mestranol)(CC and)(NN norethynodrel)))))))# 
101958914	Ensis	razor	clams	 (S1 (NP (NN razor)(NNS clams)))# 
112697883	Entandrophragma	mahogany	trees	 (S1 (NP (NN cedar)(NN mahogany)(NNS trees)))# 
107451687	entombment	ritual	placing	 (S1 (NP (NP (DT the)(NN ritual)(NN placing))(PP (IN of)(NP (NP (DT a)(NN corpse))(PP (IN in)(NP (DT a)(NN grave)))))))# 
103292362	epauliere	armor	plate	 (S1 (NP (NP (NN armor)(NN plate))(SBAR (WHNP (WDT that))(S (VP (VBZ protects)(NP (DT the)(NN shoulder)))))))# 
111684499	epicarp	outermost	layer	 (S1 (NP (NP (NN outermost)(NN layer))(PP (IN of)(NP (NP (DT the)(NN pericarp))(PP (IN of)(NP (NP (NNS fruits))(PP (IN as)(NP (NP (DT the)(NN skin))(PP (IN of)(NP (DT a)(NN peach)(CC or)(NN grape)))))))))))# 
111733424	Eranthis	winter	aconite	 (S1 (NP (NN winter)(NN aconite)))# 
106389230	erasure	surface	area	 (S1 (NP (NP (DT a)(NN surface)(NN area))(SBAR (WHADVP (WRB where))(S (NP (NN something))(VP (AUX has)(VP (AUX been)(VP (VBN erased))))))))# 
103260733	ergometer	measuring	instrument	 (S1 (NP (NP (NN measuring)(NN instrument))(VP (VBN designed)(S (VP (TO to)(VP (VB measure)(NP (NN power))))))))# 
114282796	ergot	plant	disease	 (S1 (NP (NP (DT a)(NN plant)(NN disease))(VP (VBN caused)(PP (IN by)(NP (DT the)(JJ ergot)(NN fungus))))))# 
112152406	Eriophorum	cotton	grass	 (S1 (NP (NN cotton)(NN grass)))# 
114191756	erythroblastosis	blood	disease	 (S1 (NP (NP (DT a)(NN blood)(NN disease))(VP (VBN characterized)(PP (IN by)(NP (NP (DT the)(JJ abnormal)(NN presence))(PP (IN of)(NP (NP (NNS erythroblasts))(PP (IN in)(NP (DT the)(NN blood))))))))))# 
114227218	erythroderma	skin	disorder	 (S1 (NP (NP (DT any)(NN skin)(NN disorder))(VP (VBG involving)(NP (JJ abnormal)(NN redness)))))# 
112450099	Erythronium	trout	lily	 (S1 (NP (NNP trout)(NNP lily)))#(S1 (NP (NNP fawn)(NNP lily)))# 
100429322	escapade	carefree	episode	 (S1 (NP (DT any)(NN carefree)(NN episode)))# 
102622547	escolar	snake	mackerel	 (S1 (NP (NP (JJ large)(NN snake)(NN mackerel))(PP (IN with)(NP (NP (NNS rings))(PP (IN like)(NP (NP (NNS spectacles))(PP (IN around)(NP (PRP its)(NNS eyes)))))))))# 
100641222	ESR	microwave	spectroscopy	 (S1 (NP (NP (NN microwave)(NN spectroscopy))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (EX there))(VP (AUX is)(NP (NP (JJ resonant)(NN absorption))(PP (IN of)(NP (NN radiation)))(PP (IN by)(NP (DT a)(NN paramagnet)))))))))# 
102921029	etna	gas	burner	 (S1 (NP (NP (DT a)(NN gas)(NN burner))(VP (VBN used)(PP (IN in)(NP (NNS laboratories))))))# 
109542697	eudaemon	benevolent	spirit	 (S1 (NP (DT a)(NN benevolent)(NN spirit)))# 
109542697	eudemon	benevolent	spirit	 (S1 (NP (DT a)(NN benevolent)(NN spirit)))# 
103301389	eudiometer	measuring	instrument	 (S1 (NP (NP (NN measuring)(NN instrument))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(VBN graduated)(NN glass)(NN tube))(PP (IN for)(S (VP (VBG measuring)(NP (NP (NN volume)(NNS changes))(PP (IN in)(NP (NP (JJ chemical)(NNS reactions))(PP (IN between)(
102057208	Eudyptes	rock	hoppers	 (S1 (NP (NN rock)(NNS hoppers)))# 
101406092	Euglenophyta	flagellate	algae	 (S1 (NP (JJ free-swimming)(NN flagellate)(NNS algae)))# 
109275016	Eurasia	land	mass	 (S1 (NP (NP (DT the)(NN land)(NN mass))(VP (VBN formed)(PP (IN by)(NP (NP (DT the)(NNS continents))(PP (IN of)(NP (NP (NNP Europe))(CC and)(NP (NNP Asia)))))))))# 
108210042	Europol	police	organization	 (S1 (NP (NP (NN police)(NN organization))(PP (IN for)(NP (DT the)(NNP European)(NNP Union)))))# 
102318437	Euryale	basket	stars	 (S1 (NP (NN basket)(NNS stars)))# 
102317983	Euryalida	basket	stars	 (S1 (NP (NN basket)(NNS stars)))# 
106683183	exclusive	news	report	 (S1 (NP (NP (DT a)(NN news)(NN report))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN reported)(ADVP (RB first))(PP (IN by)(NP (CD one)(NN news)(NN organization)))))))))# 
110070377	executrix	woman	executor	 (S1 (NP (DT a)(NN woman)(NN executor)))# 
103302671	exercycle	exercise	device	 (S1 (NP (NP (DT an)(NN exercise)(NN device))(VP (VBG resembling)(NP (DT a)(JJ stationary)(NN bike)))))# 
111684499	exocarp	outermost	layer	 (S1 (NP (NP (NN outermost)(NN layer))(PP (IN of)(NP (NP (DT the)(NN pericarp))(PP (IN of)(NP (NP (NNS fruits))(PP (IN as)(NP (NP (DT the)(NN skin))(PP (IN of)(NP (DT a)(NN peach)(CC or)(NN grape)))))))))))# 
102319423	Exocycloida	sea	urchins	 (S1 (NP (JJ flat)(NN sea)(NNS urchins)))# 
109617577	experimenter	research	worker	 (S1 (NP (NP (DT a)(NN research)(NN worker))(SBAR (WHNP (WP who))(S (VP (VBZ conducts)(NP (NNS experiments)))))))# 
103304730	explosive	chemical	substance	 (S1 (NP (NP (DT a)(NN chemical)(NN substance))(SBAR (WHNP (WDT that))(S (VP (VBZ undergoes)(NP (NP (DT a)(JJ rapid)(NN chemical)(NN change))(PRN (-LRB- -LRB-)(PP (IN with)(NP (NP (DT the)(NN production))(PP (IN of)(NP (NN gas)))))(-RRB- -RRB-)))(PP (IN o
108467258	expressionism	art	movement	 (S1 (NP (NP (DT an)(NN art)(NN movement))(ADVP (RB early)(PP (IN in)(NP (DT the)(JJ 20th)(NN century))))))# 
105758692	extinction	conditioning	process	 (S1 (NP (NP (DT a)(NN conditioning)(NN process))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (S (NP (DT the)(NN reinforcer))(VP (AUX is)(VP (VBN removed))))(CC and)(S (NP (DT a)(VBN conditioned)(NN response))(VP (VBZ becomes)(ADJP (JJ independent)(PP (IN of)
108332485	F.I.S.C.	intelligence	agencies	 (S1 (NP (ADJP (JJ responsible)(PP (PP (IN for)(NP (NP (VBG authorizing)(NNS wiretaps)(CC and)(JJ other)(NNS forms))(PP (IN of)(NP (JJ electronic)(NN surveillance)))))(CC and)(PP (IN for)(NP (NP (VBG authorizing)(NNS searches))(PP (IN of)(NP (NP (VBN susp
110964829	Faberge	Russian	goldsmith	 (S1 (NP (NP (NNP Russian)(NNP goldsmith))(VP (VBN noted)(PP (IN for)(S (VP (VBG creating)(NP (NP (DT a)(NN series))(PP (IN of)(NP (ADJP (JJ jeweled)(CC and)(JJ enameled))(NNP Easter)(NNS eggs))))(PP (IN for)(NP (NP (JJ European)(NN royalty))(PRN (-LRB- -
100572043	fade	golf	shot	 (S1 (NP (NP (DT a)(NN golf)(NN shot))(SBAR (WHNP (WDT that))(S (VP (VBZ curves)(PP (TO to)(NP (NP (DT the)(NN right))(PP (IN for)(NP (DT a)(JJ right-handed)(NN golfer))))))))))# 
103321103	fanjet	jet	engine	 (S1 (NP (NP (DT a)(NN jet)(NN engine))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NP (DT a)(NN fan))(VP (VBN driven)(PP (IN by)(NP (DT a)(NN turbine)))))(VP (VP (VBZ provides)(NP (JJ extra)(NN air))(PP (TO to)(NP (DT the)(NN burner))))(CC and)(VP (VBZ 
103321103	fan-jet	jet	engine	 (S1 (NP (NP (DT a)(NN jet)(NN engine))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NP (DT a)(NN fan))(VP (VBN driven)(PP (IN by)(NP (DT a)(NN turbine)))))(VP (VP (VBZ provides)(NP (JJ extra)(NN air))(PP (TO to)(NP (DT the)(NN burner))))(CC and)(VP (VBZ 
100492497	fantan	card	game	 (S1 (NP (NP (DT a)(NN card)(NN game))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (PRP you))(VP (VBP play)(NP (PRP your)(NX (NX (NNS sevens))(CC and)(NX (JJ other)(NNS cards))))(PP (IN in)(NP (NP (NN sequence))(PP (IN in)(NP (NP (DT the)(JJ same)(NN suit
100492724	faro	card	game	 (S1 (NP (NP (DT a)(NN card)(NN game))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NNS players))(VP (VBD bet)(PP (IN against)(NP (DT the)(NN dealer)))(PP (IN on)(NP (NP (DT the)(NNS cards))(SBAR (S (NP (PRP he))(VP (MD will)(VP (VB draw)(PP (IN from)(NP 
107671269	fatback	salt	pork	 (S1 (NP (NP (NN salt)(NN pork))(PP (IN from)(NP (NP (DT the)(NN back))(PP (IN of)(NP (DT a)(NN hog)(NN carcass)))))))# 
104260192	fathometer	depth	finder	 (S1 (NP (NP (NN depth)(NN finder))(PP (IN for)(S (VP (VBG determining)(NP (NP (NN depth))(PP (IN of)(NP (NP (NN water))(CC or)(NP (NP (DT a)(JJ submerged)(NN object))(PP (IN by)(NP (NP (NNS means))(PP (IN of)(NP (NN ultrasound)(NNS waves))))))))))))))# 
111270023	FDR	32nd	President	 (S1 (NP (NP (NNP 32nd)(NNP President))(PP (IN of)(NP (DT the)(NNP United)(NNPS States)))))# 
103831203	feedbag	canvas	bag	 (S1 (NP (NP (DT a)(NN canvas)(NN bag))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN used)(S (VP (TO to)(VP (VB feed)(NP (NP (DT an)(NN animal))(PRN (-LRB- -LRB-)(PP (JJ such)(IN as)(NP (DT a)(NN horse)))(-RRB- -RRB-))))))))))))# 
114176570	felon	purulent	infection	 (S1 (NP (NP (DT a)(NN purulent)(NN infection))(PP (IN at)(NP (NP (DT the)(NN end))(PP (IN of)(NP (NP (DT a)(NN finger)(CC or)(NN toe))(PP (IN in)(NP (NP (DT the)(NN area))(VP (VBG surrounding)(NP (DT the)(NN nail)))))))))))# 
102218912	Fenusa	leaf	miner	 (S1 (NP (JJ birch)(NN leaf)(NN miner)))# 
112953919	fiddlehead	New	World	 (S1 (NP (NP (NNP New)(NNP World))(VP (VB fern)(S (VP (AUXG having)(S (NP (NP (JJ woolly)(JJ cinnamon-colored)(JJ spore-bearing)(NNS fronds))(PP (IN in)(NP (JJ early)(NN spring))))(VP (ADVP (RB later))(VBN surrounded)(PP (IN by)(NP (JJ green)(NNS fronds))
100620084	FIFO	inventory	accounting	 (S1 (NP (NP (NN inventory)(NN accounting))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NP (DT the)(JJS oldest)(NNS items))(PRN (-LRB- -LRB-)(NP (NP (DT those))(VP (ADVP (RB first))(VBN acquired)))(-RRB- -RRB-)))(VP (AUX are)(VP (VBN assumed)(S (VP (TO t
